Kingdom,Phylum,Class,Order,Family,Genus,Aerotolerance,Aerotolerance_cat,Reference,Comments,Citation_link
Bacteria,Proteobacteria,Gammaproteobacteria,Granulosicoccales,Granulosicoccaceae,Granulosicoccus, ,unknown,not in Bergey's,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Edwardsiella,FAN,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Hafniaceae,Hafnia-Obesumbacterium,FAN,aerotolerant,Bergey's Manual based on Hafnia,Based on Hafniaceae,NA
,,,,Haliangiaceae,Haliangium,NA,unknown,Not on Bergey's,Have not looked from beyond Bergey's,NA
NA,NA,NA,NA,NA,NA,OA,aerotolerant,"Park et al., 2012",NA,https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.031443-0
NA,NA,NA,NA,NA,NA,OA,aerotolerant,"Konkit et al., 2016",NA,https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.000803
NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Chromohalobacter,OA/FAN,aerotolerant,Bergey's Manual,NA,NA
NA,NA,NA,NA,NA,NA,OA,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Halomonas,OA/FAN,aerotolerant,Bergey's Manual,NA,NA
NA,NA,NA,NA,NA,NA,OA,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Halomonadaceae,Salinicola,A/FAN,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Helicobacteraceae,Helicobacter,MA,aerotolerant,Bergey's Manual,NA,NA
NA,NA,NA,NA,NA,NA,OAN,nonaerotolerant,Bergey's manual,NA,NA
NA,NA,NA,NA,NA,NA,AN,aerotolerant,Bergey's manual,NA,NA
NA,NA,NA,NA,NA,NA,OAN,nonaerotolerant,Bergey's Manual,NA,NA
Bacteria,Firmicutes,Clostridia,Oscillospirales,Hydrogenoanaerobacterium,Other, ,unknown,NA,NA,NA
NA,NA,NA,NA,NA,NA,OA,aerotolerant,Bergey's Manual,NA,NA
NA,NA,NA,NA,NA,NA,A,aerotolerant,Bergey's manual,NA,NA
NA,NA,NA,NA,NA,NA,OA,aerotolerant,Bergey's manual,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Hyphomicrobium,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,Pedomicrobium,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Iamiaceae,Iamia,A,aerotolerant,Bergey's Manual,NA,NA
NA,NA,NA,NA,NA,NA,A,aerotolerant,"Huang et al., 2012",NA,https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijs.0.030064-0
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,CL500-29 marine group, ,unknown,not in Bergey's,NA,NA
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Ilumatobacter,A,aerotolerant,"Matsumoto et al., 2009",NA,https://www.jstage.jst.go.jp/article/jgam/55/3/55_3_201/_article
Bacteria,Actinobacteriota,Acidimicrobiia,Microtrichales,Ilumatobacteraceae,Other, ,unknown,NA,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Humibacillus,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Intrasporangium,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Janibacter,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Knoellia,A/MA,aerotolerant,Bergey's Manual,NA,NA
,,,,Intrasporangiaceae,Ornithinibacter,A/FAN,aerotolerant,Bergey's Manual,Based on Intrasporangiaceae,NA
,,,,Intrasporangiaceae,Ornithinicoccus,A/MA,aerotolerant,Bergey's manual,NA,NA
NA,NA,NA,NA,NA,NA,A/MA,aerotolerant,Bergey's manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Oryzihumus,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Other,A/FAN,aerotolerant,Bergey's Manual,Based on Intrasporangiaceae,NA
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Intrasporangiaceae,Pedococcus-Phycicoccus,A/FAN,aerotolerant,Bergey's manual (based on family),Based on Intrasporangiaceae,NA
NA,NA,NA,NA,NA,NA,A,aerotolerant,Bergey's manual,NA,NA
Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Aquisphaera,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Candidatus Nostocoida,A,aerotolerant,Bergey's Manual,Based on Isosphaeraceae,NA
Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Isosphaera,OA,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Other,A,aerotolerant,Bergey's Manual,Based on Isosphaeraceae,NA
Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Paludisphaera,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Singulisphaera,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Planctomycetota,Planctomycetes,Isosphaerales,Isosphaeraceae,Tundrisphaera,A,aerotolerant,Bergey's Manual,Based on Isosphaeraceae,NA
Bacteria,Chloroflexi,Chloroflexia,Thermomicrobiales,JG30-KF-CM45,Other, ,unknown,NA,NA,NA
NA,NA,NA,NA,NA,NA,Unknown,unknown,Bergey's manual,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Kaistiaceae,Kaistia, ,unknown,"Im et al., 2004",NA,https://www.jstage.jst.go.jp/article/jgam/50/5/50_5_249/_article
Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,Angustibacter,FAN/A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,Other, ,unknown,NA,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Kineosporiales,Kineosporiaceae,Quadrisphaera,unknown,unknown,Bergey's Manual,NA,NA
NA,NA,NA,NA,NA,NA,NA,unknown,NA,NA,NA
,,,,Ktedonobacteraceae,FCPS473,A,aerotolerant,Bergey's Manual,Based on Ktedonobacteraceae,NA
Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,G12-WMSP1,A,aerotolerant,Bergey's manual (based on family),Based on Ktedonobacteraceae,NA
Bacteria,Chloroflexi,Ktedonobacteria,Ktedonobacterales,Ktedonobacteraceae,HSB OF53-F07,A,aerotolerant,Bergey's manual (based on family),Based on Ktedonobacteraceae,NA
,,,,Ktedonobacteraceae,JG30a-KF-32,A,aerotolerant,Bergey's Manual,Based on Ktedonobacteraceae,NA
NA,NA,NA,NA,NA,NA,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Labraceae,Labrys,OA,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Acetivibrio] ethanolgignens group, ,nonaerotolerant,Bergey's Manual,Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] eligens group,OAN,nonaerotolerant,Bergey's Manual,Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] fissicatena group,OAN,nonaerotolerant,Bergey's Manual,Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] hallii group,OAN,nonaerotolerant,Bergey's Manual,Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] oxidoreducens group,OAN,nonaerotolerant,Bergey's Manual,Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] ventriosum group,OAN,nonaerotolerant,Bergey's Manual,Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] xylanophilum group,OAN,nonaerotolerant,Bergey's Manual (based on genus Eubacterium),Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Ruminococcus] gauvreauii group,OAN,nonaerotolerant,Bergey's Manual,Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Ruminococcus] gnavus group,OAN,nonaerotolerant,"Bergey's Manual, Browne et al. 2016  (based on Ruminococcus)",Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Ruminococcus] torques group,OAN,nonaerotolerant,"Bergey's Manual, Browne et al. 2016  (based on Ruminococcus)",Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,28-Apr,OAN,nonaerotolerant,Bergey's Manual,Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,A2,OAN,nonaerotolerant,Bergey's Manual (based on family Lachnospiraceae),Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Acetatifactor,OAN,nonaerotolerant,Bergey's Manual,Based on Lachnospiraceae,NA
NA,NA,NA,NA,NA,NA,AN,aerotolerant,"Stackebrandt e. The Family Lachnospiraceae in Rosenberg E et al., The Prokaryotes (all members of Lachnospiraceae are anaerobes)",Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Agathobacter,AN,aerotolerant,Rosero et al.,Based on Lachnospiraceae,NA
NA,NA,NA,NA,NA,NA,AN,aerotolerant,"Stackebrandt e. The Family Lachnospiraceae in Rosenberg E et al., The Prokaryotes (all members of Lachnospiraceae are anaerobes)",Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Anaerosporobacter,OAN,nonaerotolerant,Bergey's Manual,Based on Lachnospiraceae,NA
,,,,Lachnospiraceae,Anaerostignum,AN,aerotolerant,"Stackebrandt e. The Family Lachnospiraceae in Rosenberg E et al., The Prokaryotes (all members of Lachnospiraceae are anaerobes)",Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Anaerostipes,OAN,nonaerotolerant,Bergey's Manual,Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,ASF356,AN,aerotolerant,"Stackebrandt e. The Family Lachnospiraceae in Rosenberg E et al., The Prokaryotes (all members of Lachnospiraceae are anaerobes)",Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,OAN,nonaerotolerant,"Liu et al., 2021, Maturana & C‡rdenas, 2021",Based on Lachnospiraceae,NA
,,,,Lachnospiraceae,Catenibacillus,AN,aerotolerant,"Stackebrandt e. The Family Lachnospiraceae in Rosenberg E et al., The Prokaryotes (all members of Lachnospiraceae are anaerobes)",Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Cellulosilyticum,OAN,nonaerotolerant,Bergey's Manual,Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Coprococcus,OAN,nonaerotolerant,Bergey's Manual,Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Cuneatibacter,OAN,nonaerotolerant,Bergey's Manual,Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Dorea,OAN,nonaerotolerant,Bergey's Manual,Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Eisenbergiella,OAN,nonaerotolerant,Bergey's Manual,Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Epulopiscium,AN,aerotolerant,"Stackebrandt e. The Family Lachnospiraceae in Rosenberg E et al., The Prokaryotes (all members of Lachnospiraceae are anaerobes)",Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Fusicatenibacter,OAN,nonaerotolerant,Bergey's Manual,Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,GCA-900066575,OAN,nonaerotolerant,Bergey's Manual (based on family Lachnospiraceae),Based on Lachnospiraceae,NA
NA,NA,NA,NA,NA,NA,AN,aerotolerant,"Stackebrandt e. The Family Lachnospiraceae in Rosenberg E et al., The Prokaryotes (all members of Lachnospiraceae are anaerobes)",Based on Lachnospiraceae,NA
NA,NA,NA,NA,NA,NA,AN,aerotolerant,"Stackebrandt e. The Family Lachnospiraceae in Rosenberg E et al., The Prokaryotes (all members of Lachnospiraceae are anaerobes)",Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Hungatella,OAN,nonaerotolerant,Bergey's Manual,Based on Lachnospiraceae,NA
,,,,Lachnospiraceae,Incertae Sedis,AN,aerotolerant,"Stackebrandt e. The Family Lachnospiraceae in Rosenberg E et al., The Prokaryotes (all members of Lachnospiraceae are anaerobes)",Based on Lachnospiraceae,NA
NA,NA,NA,NA,NA,NA,AN,aerotolerant,"Stackebrandt e. The Family Lachnospiraceae in Rosenberg E et al., The Prokaryotes (all members of Lachnospiraceae are anaerobes)",Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnoclostridium,OAN,nonaerotolerant,Bergey's Manual,Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae FCS020 group,OAN,nonaerotolerant,Bergey's Manual (based on family Lachnospiraceae),Based on Lachnospiraceae,NA
,,,,Lachnospiraceae,Lachnospiraceae NC2004 group,AN,aerotolerant,"Stackebrandt e. The Family Lachnospiraceae in Rosenberg E et al., The Prokaryotes (all members of Lachnospiraceae are anaerobes)",Based on Lachnospiraceae,NA
,,,,Lachnospiraceae,Lachnospiraceae NK3A20 group,AN,aerotolerant,"Stackebrandt e. The Family Lachnospiraceae in Rosenberg E et al., The Prokaryotes (all members of Lachnospiraceae are anaerobes)",Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,OAN,nonaerotolerant,Bergey's Manual (based on family Lachnospiraceae),Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4B4 group,AN,aerotolerant,Bergey's Manual based on Lachnospiraceae fam,Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae UCG-001,OAN,nonaerotolerant,Bergey's Manual (based on family Lachnospiraceae),Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae UCG-002,AN,aerotolerant,Bergey's Manual based on Lachnospiraceae fam,Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae UCG-004,OAN,nonaerotolerant,Bergey's Manual,Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae UCG-006,OAN,nonaerotolerant,Bergey's Manual (based on family Lachnospiraceae),Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae UCG-008,OAN,nonaerotolerant,Bergey's Manual,Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae UCG-010,OAN,nonaerotolerant,Bergey's Manual,Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Marvinbryantia,OAN,nonaerotolerant,Bergey's Manual,Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Murimonas,AN,aerotolerant,"Stackebrandt e. The Family Lachnospiraceae in Rosenberg E et al., The Prokaryotes (all members of Lachnospiraceae are anaerobes)",Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Other,OAN,nonaerotolerant,Bergey's Manual,Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,possible genus Sk018,AN,aerotolerant,"Stackebrandt e. The Family Lachnospiraceae in Rosenberg E et al., The Prokaryotes (all members of Lachnospiraceae are anaerobes)",Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Robinsoniella,AN,aerotolerant,Bergey's Manual,Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,OAN,nonaerotolerant,Bergey's Manual,Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Sellimonas,AN,aerotolerant,Bergey's Manual (based on Lachnospiraceae All species are anaerobes.),Based on Lachnospiraceae,NA
NA,NA,NA,NA,NA,NA,OAN,nonaerotolerant,Bergey's manual,NA,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tuzzerella,OAN,nonaerotolerant,Bergey's Manual,Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Tyzzerella,OAN,nonaerotolerant,Bergey's Manual,Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Agrilactobacillus,unknown,unknown,Bergey's Manual,Based on Lactobacillaceae,NA
,,,,Lactobacillaceae,Amylolactobacillus,OAN,nonaerotolerant,Bergey's Manual,Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Bombilactobacillus,unknown,unknown,Bergey's Manual,Based on Lactobacillaceae,NA
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Companilactobacillus,unknown,unknown,Bergey's Manual,Based on Lactobacillaceae,NA
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Dellaglioa,unknown,unknown,Bergey's Manual (based on Lactobacillaceae),Based on Lactobacillaceae,NA
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,HT002,unknown,unknown,Bergey's Manual (based on Lactobacillaceae),Based on Lactobacillaceae,NA
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lacticaseibacillus,unknown,unknown,Bergey's Manual,Based on Lactobacillaceae,NA
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,unknown,unknown,Bergey's Manual (based on Lactobacillaceae),Based on Lactobacillaceae,NA
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,FAN,aerotolerant,Bergey's Manual,NA,NA
,,,,Lactobacillaceae,Lapidilactobacillus,OAN,nonaerotolerant,Bergey's Manual,Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Latilactobacillus,unknown,unknown,Bergey's Manual (based on Lactobacillaceae),Based on Lactobacillaceae,NA
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Leuconostoc,FAN,aerotolerant,"Bergey's Manual; Menegueti et al., 2018",NA,https://bmcinfectdis.biomedcentral.com/articles/10.1186/s12879-018-3452-7
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Levilactobacillus,unknown,unknown,Bergey's Manual,Based on Lactobacillaceae,NA
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,mixed,aerotolerant,"Zheng et al. 2020, Marta et al 2021","Aerotolerance N/A based on Marta et al., 2021; Zheng et al., 2020 - so BLASTed ASVs; blasts to Ligilactobacillus murinus and Ligilactobacillus animalis which are A refs: https://bacdive.dsmz.de/strain/130961#ref22253, https://bacdive.dsmz.de/strain/6416",NA
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,mixed,aerotolerant,Zheng et al. 2020,"aerotolerance was N/A (Zheng et a., 2020) so BLASTed and blasts against Limosilactobacillus reuteri: is A ref: https://www.tandfonline.com/doi/full/10.1080/19490976.2022.2121580",NA
,,,,Lactobacillaceae,Liquorilactobacillus,OAN,nonaerotolerant,Bergey's Manual,Based on Lachnospiraceae,NA
,,,,Lactobacillaceae,Loigolactobacillus,OAN,nonaerotolerant,Bergey's Manual,Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Other,unknown,unknown,Bergey's Manual,Based on Lactobacillaceae,NA
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Paucilactobacillus,unknown,unknown,Bergey's Manual,Based on Lactobacillaceae,NA
,,,,Lactobacillaceae,Secundilactobacillus,OAN,nonaerotolerant,Bergey's Manual,Based on Lachnospiraceae,NA
Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Weissella,FAN,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,Legionella,A,aerotolerant,Bergey's Manual,NA,NA
,,,,Leptolyngbyaceae,Leptolyngbya ANT.L52.2,NA,unknown,Not on Bergey's,Have not looked from beyond Bergey's,NA
Bacteria,Cyanobacteria,Cyanobacteriia,Leptolyngbyales,Leptolyngbyaceae,Leptolyngbya PCC-6306, ,unknown,not in Bergey's,NA,NA
NA,NA,NA,NA,NA,NA,FAN/A,aerotolerant,Bergey's Manual,NA,NA
,,,,Listeriaceae,Brochothrix,A/FAN,aerotolerant,Bergey's manual,NA,NA
Bacteria,Firmicutes,Bacilli,Lactobacillales,Listeriaceae,Listeria,A/FAN,aerotolerant,Bergey's Manual based on Listeriaceae family,Based on Listeriaceae,NA
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Butyricimonas, ,unknown,NA,Not in Bergey's,NA
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Odoribacter,OAN,nonaerotolerant,"Hardham, J. M., King, K. W., Dreier, K., Wong, J., Strietzel, C., Eversole, R. R., ... & Evans, R. T. (2008). Transfer of Bacteroides splanchnicus to Odoribacter gen. nov. as Odoribacter splanchnicus comb. nov., and description of Odoribacter denticanis sp. nov., isolated from the crevicular spaces of canine periodontitis patients. International journal of systematic and evolutionary microbiology, 58(1), 103-109.",Not in Bergey's?,NA
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Other, ,unknown,NA,NA,NA
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinifilaceae,Sanguibacteroides, ,unknown,not in Bergey's,NA,NA
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Natronoflexus,unknown,unknown,Bergey's Manual,Based on Marinilabiliaceae,NA
Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Marinilabiliaceae,Other,unknown,unknown,Bergey's Manual,Based on Marinilabiliaceae,NA
Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Marinobacteraceae,Marinobacter,AN,aerotolerant,Bergey's Manual,NA,NA
,,,,Marinococcaceae,Marinococcus,OAN,aerotolerant,Bergey's manual,NA,NA
NA,NA,NA,NA,NA,NA,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,Methyloligella, ,unknown,not in Bergey's,NA,NA
Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Methyloligellaceae,Other, ,unknown,NA,NA,NA
,,,,Methylophilaceae,Methylobacillus,A,aerotolerant,Bergey's manual,NA,NA
NA,NA,NA,NA,NA,NA,OA,aerotolerant,Bergey's Manual,NA,NA
,,,,Methylopilaceae,Methylopila,OA,aerotolerant,Bergey's manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Agrococcus,A/MA,aerotolerant,Bergey's Manual,NA,NA
NA,NA,NA,NA,NA,NA,A/MA,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Amnibacterium,A,aerotolerant,Bergey's Manual,NA,NA
,,,,Microbacteriaceae,Compostimonas,A,aerotolerant,Bergey's manual,NA,NA
,,,,Microbacteriaceae,Conyzicola,A,aerotolerant,Bergey's manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Curtobacterium,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Frigoribacterium,A,aerotolerant,Bergey's Manual,NA,NA
,,,,Microbacteriaceae,Frondihabitans,A,aerotolerant,Bergey's manual,NA,NA
,,,,Microbacteriaceae,Gulosibacter,OA,aerotolerant,Bergey's manual,NA,NA
NA,NA,NA,NA,NA,NA,OA,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Homoserinibacter,A,aerotolerant,Bergey's Manual,NA,NA
NA,NA,NA,NA,NA,NA,A,aerotolerant,"Zhang et al., 2016",NA,https://www.microbiologyresearch.org/content/journal/ijsem/10.1099/ijsem.0.001531
NA,NA,NA,NA,NA,NA,OA,aerotolerant,Bergey's Manual,NA,NA
,,,,Microbacteriaceae,Klugiella,A,aerotolerant,Bergey's manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Leucobacter,unknown,unknown,Bergey's Manual,NA,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4804768/
,,,,Microbacteriaceae,Luethyella,A/MA/FAN,aerotolerant,Bergey's Manual,Based on Microbacteriaceae,NA
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Lysinimonas,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microbacterium,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Microterricola,A,aerotolerant,Bergey's Manual,NA,NA
Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,Mycetocola,A,aerotolerant,Bergey's Manual,NA,NA
